Sample_ID,District,Agro_Zone,Season,Soil_pH,Total_N_percent,Available_P_mgkg,Available_K_mgkg,Organic_Carbon_percent,Rainfall_30d_mm,Temperature_mean_C,Recommended_N_kg_ha,Recommended_P2O5_kg_ha,Recommended_K2O_kg_ha,Urea_kg_ha,TSP_kg_ha,MOP_kg_ha
1789,Galle,Wet,Maha,5.43,0.15,9.3,86.8,1.82,257.1,26.6,100,60,40,203.3,129,68.8
1790,Hambantota,Dry,Yala,5.97,,9.1,116.6,0.59,,31,100,60,20,218,133.2,32.9
1791,Puttalam,Dry,Maha,5.71,0.134,6.6,118.8,0.68,223.5,31.8,120,60,20,247.2,136.6,34.1
1792,Gampaha,Wet,Yala,5.15,0.164,5.7,92.2,2.87,381.6,26.4,100,60,40,225.1,120.7,62.9
1793,Ratnapura,Wet,Maha,5.11,0.062,9,108.5,2.72,,24.6,130,60,20,283.1,140,32.1
1794,Mullaitivu,Dry,Maha,6.37,0.141,7.5,113.7,1.01,239.2,27.5,120,60,20,268,124.2,35
1795,Polonnaruwa,Dry,Maha,6.42,0.069,12.4,67.1,1.37,264.5,28.3,130,40,40,263.2,86.6,70.7
1796,Vavuniya,Dry,Maha,7,0.053,7.6,109.4,0.71,204.1,30.5,130,60,20,265,137.7,33.5
1797,Trincomalee,Dry,Yala,5.79,0.061,8.7,76.7,0.81,27.8,27.4,130,60,40,291.8,125,62
1798,Vavuniya,Dry,Yala,5.8,0.1,6.2,51.5,1.45,78.4,27.7,120,60,60,244.2,129.9,106.4
1799,Kegalle,Intermediate,Yala,6.35,0.108,5.6,103.9,1.44,171.2,26.4,120,60,20,244.1,123.2,34.3
1800,Ratnapura,Wet,Yala,5.28,0.102,10,111.8,2.24,395,,120,40,20,241.8,85.6,32.9
1801,Batticaloa,Dry,Maha,7.15,0.062,5.3,114.4,0.68,295.8,31.4,130,60,20,302,124.1,33.8
1802,Gampaha,Wet,Yala,5.61,0.125,9.9,65.6,2.04,303.9,27.6,120,60,40,270.2,127.7,66
1803,Gampaha,Wet,Yala,4.73,0.115,5.2,89.2,2.92,352.5,25.6,120,60,40,255.2,127.9,66.4
1804,Kandy,Wet,Maha,4.68,0.099,8.4,80.6,2.88,258.6,24.9,130,60,40,274,140,70.6
1805,Kegalle,Intermediate,Maha,5.57,0.058,8.5,88.6,1.57,181.2,27.6,130,60,40,276.2,140.1,63.3
1806,Galle,Wet,Maha,5.01,0.076,11,122.6,2.89,304,25.4,130,40,20,294.2,82,31.3
1807,Hambantota,Dry,Maha,6.97,0.169,13.8,117.1,0.92,144.6,,100,40,20,222.7,89.9,30.8
1808,Kilinochchi,Dry,Yala,6.72,0.152,5.6,,0.96,99.1,30.3,100,60,60,207.1,121.6,97.2
1809,Ampara,Dry,Yala,5.8,0.121,9.3,102.6,1.38,90.2,28.7,120,60,20,248.1,121.2,31.5
1810,Polonnaruwa,Dry,Maha,5.85,0.115,5.5,114,1.09,287.2,27.9,120,60,20,245.2,122.7,31.9
1811,Kurunegala,Intermediate,Yala,6.48,0.176,13.5,53.7,1.27,158.2,26.1,100,40,60,222.6,93.1,92.7
1812,Puttalam,Dry,Maha,6.98,0.152,11.3,81.3,0.87,282.2,29.8,100,40,40,226,92.8,64
1813,Mullaitivu,Dry,Yala,7,0.1,7.7,75.5,1.1,34.8,29.4,120,60,40,251.7,124.4,65
1814,Gampaha,Wet,Maha,4.54,0.136,10.6,87.7,1.79,326.3,25.4,120,40,40,242.2,82.6,62
1815,Gampaha,Wet,Yala,4.83,0.187,7.9,80.3,2.7,337.3,27.2,100,60,40,203.8,125.3,67.8
1816,Batticaloa,Dry,Yala,7.39,0.188,6.8,87.7,0.92,70.9,29.3,100,60,40,232.7,130.7,67.4
1817,Puttalam,Dry,Maha,5.86,0.196,5.2,80.5,0.85,210.9,31.5,100,60,40,210.7,131.8,62.7
1818,Galle,Wet,Maha,4.8,0.082,8.3,141.5,1.9,203.8,25.4,130,60,20,294,125,33.8
1819,Hambantota,Dry,Yala,6.36,0.119,10.5,105.9,0.94,82.8,28.7,120,40,20,265.8,90.3,35.8
1820,Polonnaruwa,Dry,Yala,5.9,0.093,11.4,95.4,0.86,28.7,29.4,130,40,40,277.6,84.5,71.1
1821,Kegalle,Intermediate,Yala,6.69,0.09,13,99,1.67,247.1,29.5,130,40,40,270.1,92.5,61.7
1822,Matara,Wet,Maha,5.85,0.102,5.5,117.8,1.9,340.6,27.2,120,60,20,246.1,133.5,34.8
1823,Badulla,Intermediate,Yala,5.27,,10.4,129.8,1.23,187.6,28.2,130,40,20,287.5,86.2,32.6
1824,Kegalle,Intermediate,Maha,6.51,0.181,14.8,80.7,1.01,139.3,28.6,100,40,40,226.4,90.8,62.3
1825,Puttalam,Dry,Yala,6.57,0.179,10.1,103.7,0.79,87.5,31.4,100,40,20,222.1,91.1,32.3
1826,Galle,Wet,Maha,5.79,0.156,9.5,82.9,1.77,386.9,,100,60,40,218.4,126.3,64.9
1827,Matara,Wet,Maha,5.1,0.057,9.9,115.7,1.74,278.1,26.6,130,60,20,263.2,127.3,33.4
1828,Jaffna,Dry,Maha,7.14,0.19,10.9,,1.27,223.2,28.8,100,40,40,232.7,92.7,68.3
1829,Jaffna,Dry,Maha,6.88,0.093,6.2,104.8,0.76,172.7,29.8,130,60,20,295.3,123.8,34.5
1830,Nuwara Eliya,Wet,Maha,5.85,0.138,7,108.8,2.95,310.2,24.4,120,60,20,252.8,121.4,32
1831,Mullaitivu,Dry,Yala,5.7,0.147,12.5,50.8,1.45,41.8,31.5,120,40,60,279.7,86.4,97.3
1832,Ratnapura,Wet,Yala,5.35,0.124,8.7,129.9,1.98,225.6,27.8,120,60,20,264.9,136.3,32.3
1833,Monaragala,Intermediate,Yala,6.76,0.054,15,98.9,1.42,218,27.5,130,20,40,286.1,45.3,65.3
1834,Matale,Intermediate,Maha,6.74,0.15,6.2,112.5,1.55,102.2,28.5,100,60,20,225.5,138.6,35.8
1835,Batticaloa,Dry,Yala,6.28,0.152,6.5,68.9,0.54,97.9,31.8,100,60,40,227.6,131,69.5
1836,Batticaloa,Dry,Yala,7.29,0.135,5.6,87.9,1.47,90.4,31.6,120,60,40,267,122.6,71.5
1837,Galle,Wet,Maha,5.14,0.105,10.6,136,2.01,267.9,24.6,120,40,20,246.3,88.2,34.3
1838,Mullaitivu,Dry,Yala,6.91,0.09,10.7,108,0.8,63.7,28.2,130,40,20,275.7,90.6,32.8
1839,Matara,Wet,Yala,5.52,0.102,7,79.2,2.67,377.4,26.7,120,60,40,277.7,122.4,65.6
1840,Hambantota,Dry,Maha,6.78,0.125,7.5,69.3,0.88,158.4,27.7,120,60,40,250.1,124,66.6
1841,Kilinochchi,Dry,Maha,6.97,0.164,8.8,46.7,0.58,278,,100,60,60,213.2,120.9,98.8
1842,Jaffna,Dry,Yala,6.9,0.063,13.2,115.7,0.65,22.9,30.1,130,40,20,279.7,88.2,34.9
1843,Nuwara Eliya,Wet,Maha,4.79,0.134,5.9,71.2,1.62,312.1,26.5,120,60,40,258.5,138,66.3
1844,Monaragala,Intermediate,Maha,6.78,0.165,11.5,,1.37,,28.2,100,40,40,221.1,89.2,64.7
1845,Ratnapura,Wet,Maha,5.96,0.061,9.8,127.9,1.5,336,,130,60,20,301.4,139.8,34.7
1846,Anuradhapura,Dry,Maha,6.38,0.068,5.8,46.2,1.25,137.6,31.5,130,60,60,271.6,121.9,105.3
1847,Colombo,Wet,Yala,5.37,0.142,12,91.1,1.98,302.4,24.9,120,40,40,246.1,92.3,65.9
1848,Vavuniya,Dry,Yala,7.43,0.156,5.4,41.2,0.52,52.8,28.2,100,60,60,207.5,136.5,102.5
1849,Badulla,Intermediate,Maha,5.97,0.056,14.8,,1.44,120.8,28.9,130,40,20,299,84.6,31.1
1850,Puttalam,Dry,Maha,5.66,0.119,,101.3,0.8,240.7,27.3,120,60,20,266.6,139.7,33.4
1851,Badulla,Intermediate,Maha,5.66,0.181,11.9,56.4,1.9,215.1,29.4,100,40,60,210.4,84.2,93.2
1852,Gampaha,Wet,Yala,5.18,0.093,6.8,81.7,1.97,327.6,26.2,130,60,40,296,138,62
1853,Polonnaruwa,Dry,Yala,7.31,0.101,5.9,98.6,0.68,44.2,28,120,60,40,275,137.8,67.8
1854,Kilinochchi,Dry,Maha,6.29,0.064,8.5,46.6,1.26,246.3,29.9,130,60,60,297.3,135.4,97.1
1855,Ratnapura,Wet,Yala,4.86,0.059,11.6,132.6,2.96,229.1,27.4,130,40,20,300.4,87.8,34.5
1856,Mannar,Dry,Yala,5.87,0.083,9.4,94.3,,24.3,31.8,130,60,40,272.1,123,70.7
1857,Colombo,Wet,Maha,5.91,,7.3,120.1,1.57,272.2,26.9,130,60,20,293.4,131,31.5
1858,Kurunegala,Intermediate,Yala,5.6,0.178,5.5,128.9,1.96,105.9,29.4,100,60,20,216.1,127.6,34.4
1859,Polonnaruwa,Dry,Yala,5.98,0.139,13.4,84.4,0.78,30,30.8,120,40,40,274.3,90.8,66.8
1860,Galle,Wet,Yala,5.97,0.14,10,118.4,2.63,283.6,26.9,120,40,20,269.8,90.4,31.4
1861,Kegalle,Intermediate,Yala,5.34,,19.5,66.5,,120.8,28.7,120,20,40,271.7,46.2,68.2
1862,Ratnapura,Wet,Yala,5.25,0.158,5.6,94.7,1.64,326.4,25.8,100,60,40,222.5,120.9,67.8
1863,Matale,Intermediate,Yala,5.44,0.107,16.4,,1.23,193.7,28,120,20,40,248.3,45.5,66.9
1864,Hambantota,Dry,Maha,6.02,0.079,12.2,42.5,1.46,194,31.7,130,40,60,284.5,92.7,106.4
1865,Colombo,Wet,Yala,4.77,0.164,8.9,75.3,2.98,363.1,25.5,100,60,40,233.2,136.1,66.9
1866,Mannar,Dry,Maha,5.89,0.156,8.1,89.2,0.77,275.1,27.2,100,60,40,231.7,123.2,71.6
1867,Mannar,Dry,Maha,6.97,0.196,5.1,93.7,1.1,253.1,30.2,100,60,40,202.5,122.2,66.8
1868,Hambantota,Dry,Maha,5.54,0.051,10.2,42,0.96,218.8,28.6,130,40,60,268.4,80.7,94.2
1869,Kilinochchi,Dry,Yala,6.02,0.143,14.1,84,0.57,77.7,30.8,120,40,40,246.5,88.7,66.4
1870,Mannar,Dry,Yala,6.83,0.079,6.5,115.4,1.47,39.7,27.9,130,60,20,292.2,132.9,31.7
1871,Mullaitivu,Dry,Yala,6.2,0.078,6.5,117.1,0.62,83.9,28.8,130,60,20,296.1,139.9,33.8
1872,Badulla,Intermediate,Yala,6.25,0.144,5.3,85.8,1.4,215.1,28.2,120,60,40,249.7,128.4,68.6
1873,Jaffna,Dry,Yala,6.04,,11.7,67.3,0.74,52.9,30.7,120,40,40,261.1,84.8,66.4
1874,Nuwara Eliya,Wet,Maha,5.68,0.166,8.6,83.7,1.6,261.7,27.4,100,60,40,228.5,132.8,62.7
1875,Hambantota,Dry,Yala,,0.097,6.7,118.6,0.73,33.9,30.3,130,60,20,292.5,136.8,33.1
1876,Polonnaruwa,Dry,Yala,6.32,0.123,9.7,106,1.28,32.2,30.8,120,60,20,262.6,138.9,31.2
1877,Gampaha,Wet,Maha,5.33,0.181,10.6,68.6,2.38,284.7,26.9,100,40,40,220.3,91,68.5
1878,Galle,Wet,Yala,5.7,0.198,8.8,133.5,1.55,351.7,24.1,100,60,20,217.7,129,34.8
1879,Colombo,Wet,Yala,4.62,0.088,5.2,133,2.41,262.4,26,130,60,20,274,133,35.6
1880,Trincomalee,Dry,Maha,,0.056,6.6,48.4,1.29,188,31.2,130,60,60,285.4,137.4,94.7
1881,Kegalle,Intermediate,Yala,,0.2,11.6,110.9,1.58,177.3,26.3,100,40,20,223.6,86.9,33.5
1882,Kurunegala,Intermediate,Yala,5.59,0.159,16.8,94.8,1.21,243.6,28.1,100,20,40,229.6,41.7,67.4
1883,Kalutara,Wet,Yala,5.41,,10.7,63.8,1.56,291.1,27.5,100,40,40,221.8,82.7,70.9
1884,Anuradhapura,Dry,Yala,6.52,0.152,6.2,,1.46,27,29.7,100,60,60,225.9,120.6,101.9
1885,Badulla,Intermediate,Maha,5.55,0.108,13.2,60.1,1.95,237.1,28.7,120,40,40,247.6,89.8,63.2
1886,Anuradhapura,Dry,Yala,5.97,0.071,6,52.1,0.57,,31,130,60,60,281,122.8,99
1887,Colombo,Wet,Maha,5.33,0.101,8.5,85.4,2.61,212.3,26.2,120,60,40,241.7,125.4,68.2
1888,Galle,Wet,Yala,5.35,0.139,5.5,94.1,2.77,353.1,24.7,120,60,40,251,126.4,68.7
1889,Batticaloa,Dry,Yala,5.57,0.166,8.4,,1.46,22.9,30.5,100,60,40,224.8,131.6,70.3
1890,Kurunegala,Intermediate,Yala,6.59,0.166,10.8,76,1.94,194.9,26.4,100,40,40,233.4,85.7,63.5
1891,Matale,Intermediate,Maha,6,0.109,14.9,82,1.4,242.3,27,120,40,40,245.2,89.3,71.2
1892,Batticaloa,Dry,Maha,7.25,0.142,13.1,90.5,0.82,169.6,31.4,120,40,40,257,81.2,62.3
1893,Badulla,Intermediate,Yala,5.39,0.066,16.4,,1.66,117.2,27,130,20,20,295.3,41,35.7
1894,Puttalam,Dry,Maha,6.01,0.131,11.4,66.3,1.47,266.1,27.6,120,40,40,249.3,87,70.3
1895,Kegalle,Intermediate,Yala,6.5,0.182,9.8,69.7,1.37,136.6,29.7,100,60,40,219.2,127.2,68.3
1896,Galle,Wet,Yala,5.61,0.076,7.2,106.5,1.91,345.5,26.8,130,60,20,292.5,126.4,34.5
1897,Mullaitivu,Dry,Yala,5.83,0.105,14.1,105.8,,72.7,30.2,120,40,20,265.4,81.3,31.2
1898,Ratnapura,Wet,Yala,4.87,0.08,5.7,73.2,2.47,245.4,25.9,130,60,40,269.4,138.1,62.1
1899,Badulla,Intermediate,Yala,6.23,0.163,6,74.7,1.35,195.3,27.5,100,60,40,212.7,134.2,62.7
1900,Nuwara Eliya,Wet,Maha,5.39,0.145,8.8,81.3,2.44,395,24.5,120,60,40,272,123,62.6
1901,Ratnapura,Wet,Maha,5.63,0.051,6.6,144.6,1.85,241.6,24.7,130,60,20,284.9,121.9,33.5
1902,Mannar,Dry,Maha,7.23,0.107,8.8,56.8,1.12,232.5,31.3,120,60,60,241.5,139.7,95.7
1903,Mannar,Dry,Yala,7.26,0.082,5.1,90.2,0.53,22.4,27.1,130,60,40,293.7,133.9,70.3
1904,Vavuniya,Dry,Maha,5.77,0.181,10.1,74.1,1.37,233.5,31.5,100,40,40,202.2,85.9,66.2
1905,Nuwara Eliya,Wet,Maha,5,0.112,11.2,68.7,1.85,282.7,24.1,120,40,40,270.5,89.6,68.7
1906,Galle,Wet,Yala,5.99,0.14,8.8,84.4,2.24,229.3,27.1,120,60,40,249.3,135.4,68.2
1907,Puttalam,Dry,Maha,6.02,0.145,8.4,44.9,1.34,201.9,30.1,120,60,60,278.8,135.9,97.3
1908,Trincomalee,Dry,Yala,6.83,0.108,12.6,76.1,0.98,21.1,,120,40,40,255.7,86.7,64.1
1909,Colombo,Wet,Yala,4.53,0.196,8.2,103,2.84,315.3,26,100,60,20,211.8,129,32.5
1910,Trincomalee,Dry,Maha,6.08,0.167,5.6,58.7,0.75,204.2,29,100,60,60,206,120.8,104.4
1911,Badulla,Intermediate,Yala,6.19,0.058,18,108.5,1.95,231.5,29.2,130,20,20,274.4,46.3,33.7
1912,Matara,Wet,Maha,5.76,,7.1,65.9,1.55,218.3,24.6,130,60,40,298.6,132.4,64.2
1913,Monaragala,Intermediate,Yala,5.22,0.131,16.4,56.6,1.7,244.8,28.5,120,20,60,280.3,41.6,104.8
1914,Nuwara Eliya,Wet,Maha,,0.182,10.5,121.2,1.94,220.7,25.2,100,40,20,213.1,92.5,31.1
1915,Matale,Intermediate,Yala,5.26,0.071,16.3,128.3,1.94,231.5,26.2,130,20,20,280.4,46.2,34.3
1916,Matara,Wet,Maha,5.8,0.122,7.9,81.7,1.81,217.8,24.4,120,60,40,269.6,140,66.1
1917,Mullaitivu,Dry,Yala,6.18,0.142,12.5,53.4,1.39,47.1,30.3,120,40,60,276,91.9,103.5
1918,Trincomalee,Dry,Maha,5.66,0.198,12.2,106.6,1.25,192.9,28,100,40,20,220.4,93.5,35.4
1919,Colombo,Wet,Yala,5.54,0.14,7,86.6,2.37,320.6,27.7,120,60,40,256.7,125.4,69.2
1920,Vavuniya,Dry,Yala,6.7,0.139,10.5,56.8,1.46,59.5,30,120,40,60,257.5,91.5,99.1
1921,Puttalam,Dry,Yala,,0.055,11.5,91.6,1.3,65.1,,130,40,40,290.9,91.2,63.2
1922,Anuradhapura,Dry,Yala,5.85,0.074,14.5,85.7,0.54,90.4,29.3,130,40,40,261.5,83.5,69.8
1923,Galle,Wet,Maha,5.68,0.111,8.4,,2.12,303.7,25.2,120,60,40,265.6,122.5,66.3
1924,Kalutara,Wet,Yala,5.2,0.122,7.6,94.9,2.96,382,24.5,120,60,40,255.2,139.8,62.5
1925,Trincomalee,Dry,Maha,7.14,,5.2,87.3,,253,30.4,120,60,40,272.4,126.4,68.9
1926,Mullaitivu,Dry,Yala,6.09,0.09,14.2,42.8,1.41,65.2,31.1,130,40,60,265.3,91.8,96.9
1927,Colombo,Wet,Yala,5.53,0.152,10.7,111.6,,327.5,24.8,100,40,20,220.3,80.5,31
1928,Matale,Intermediate,Maha,6.25,0.056,17.9,67.8,1.83,244.5,28.8,130,20,40,281.8,40.4,70.7
1929,Puttalam,Dry,Maha,5.7,0.057,11.8,91.2,0.5,196.6,31.6,130,40,40,288.6,86.6,66.5
1930,Ampara,Dry,Maha,6.84,0.135,14,57.9,1.3,257.7,,120,40,60,243.9,83.6,96.7
1931,Puttalam,Dry,Maha,6.31,0.072,10.1,,0.63,255.7,30.4,130,40,20,286,89.5,34.4
1932,Kurunegala,Intermediate,Maha,6.32,0.126,12.6,102.5,1.04,123.7,26.3,120,40,20,263.3,87.9,35.2
1933,Kegalle,Intermediate,Yala,5.99,0.075,18.9,61.4,1.63,113.1,29.2,130,20,40,285.2,40.7,61.7
1934,Trincomalee,Dry,Yala,6.06,0.147,13.8,116.6,1.08,64.4,28.1,120,40,20,264.9,82.6,34.2
1935,Mannar,Dry,Maha,6.59,0.084,9.1,69.1,0.86,158.3,30.5,130,60,40,290.1,128.2,69.4
1936,Jaffna,Dry,Maha,6.68,0.147,13.3,103.9,1.49,139.3,29.2,120,40,20,272.8,82.9,31.9
1937,Kurunegala,Intermediate,Maha,6.51,0.067,16.8,63.4,1.97,185.4,29.3,130,20,40,272.8,45.4,66.6
1938,Matale,Intermediate,Maha,6.16,,16.4,95.6,1.7,237,28.5,120,20,40,273.6,43,62.6
1939,Hambantota,Dry,Maha,6.32,0.194,13.9,52.5,0.61,281.5,29,100,40,60,217.3,81.7,103.7
1940,Monaragala,Intermediate,Yala,5.51,0.096,9.8,116.6,1.08,140.8,27.1,130,60,20,264.7,130.1,35
1941,Mannar,Dry,Yala,6.9,0.111,13,52.2,0.86,89.1,28.8,120,40,60,243.6,81.7,94.1
1942,Batticaloa,Dry,Maha,7,0.198,11.1,83.1,1.32,250.8,30.1,100,40,40,212,82.2,69.9
1943,Galle,Wet,Maha,4.78,0.086,,140.9,2.67,288.8,24.4,130,60,20,294.7,125.3,34.7
1944,Ampara,Dry,Yala,5.51,0.127,7.5,115.8,0.51,,30.5,120,60,20,269,137.4,32.5
1945,Galle,Wet,Yala,5.85,0.158,6.1,70.7,2.78,229.9,26.7,100,60,40,226.8,138.7,68.6
1946,Kalutara,Wet,Maha,4.81,0.163,8,137.6,2.32,323.9,26.2,100,60,20,218,136.8,30.8
1947,Ratnapura,Wet,Maha,5.27,0.059,12,108.5,2.18,309.3,25.1,130,40,20,280.1,84.8,35.5
1948,Polonnaruwa,Dry,Maha,5.75,0.074,9.9,99.5,0.96,258.7,29.5,130,60,40,267.7,125.9,67.2
1949,Kurunegala,Intermediate,Yala,6.51,0.186,9.3,101.4,1.01,194.7,29.6,100,60,20,211.8,131.4,33.9
1950,Vavuniya,Dry,Yala,5.88,0.168,10.1,54.1,0.54,58.7,30.4,100,40,60,215.2,89.9,102.5
1951,Colombo,Wet,Yala,5.75,0.071,8.9,117.9,1.62,245.4,27,130,60,20,265.2,140.1,33.6
1952,Colombo,Wet,Maha,4.92,0.112,5.9,110.7,2.68,340.8,25.2,120,60,20,250,123.2,35.1
1953,Galle,Wet,Yala,5.38,0.13,7.7,111,2.41,327,26.1,120,60,20,264.7,121.6,33.8
1954,Matale,Intermediate,Yala,6.04,0.113,13.2,123,1.25,113.7,27.8,120,40,20,270.1,89.5,35.3
1955,Polonnaruwa,Dry,Maha,6.58,0.185,,42.7,1.3,122,31,100,40,60,233.7,91.3,101.2
1956,Gampaha,Wet,Maha,5.27,0.171,9.9,,2.49,396.8,25.5,100,60,20,231.5,137.2,31.7
1957,Hambantota,Dry,Yala,7.29,0.093,,88.9,0.77,87.4,31.2,130,60,40,288.6,133.9,70.8
1958,Kilinochchi,Dry,Maha,7.5,0.077,10.7,79.3,1.13,230,30.1,130,40,40,279.3,92.9,68.5
1959,Mannar,Dry,Maha,5.84,0.095,5.1,118.7,0.63,297.9,30,130,60,20,288.4,130.6,34.3
1960,Mannar,Dry,Maha,5.86,0.054,12.5,92.5,0.97,237.1,29.5,130,40,40,294.7,92.4,71.6
1961,Hambantota,Dry,Yala,5.96,0.197,11.6,71.5,0.52,71,29,100,40,40,205,93.1,62.4
1962,Puttalam,Dry,Yala,6.68,0.192,9.3,118,1.36,71.8,29.2,100,60,20,214.5,137.2,32.9
1963,Matara,Wet,Yala,5.15,0.126,9.3,70.6,1.97,261.3,24.2,120,60,40,274.2,126.7,64.1
1964,Vavuniya,Dry,Maha,7.49,0.199,8.2,83.6,0.83,297.1,31.2,100,60,40,213.6,124.5,68
1965,Ratnapura,Wet,Yala,5.88,0.052,,78,2.23,323.7,27.4,130,40,40,285.6,87.6,69.8
1966,Matara,Wet,Maha,5.01,0.052,10.2,97.6,2.07,393.3,,130,40,40,286.3,86.4,71.4
1967,Kurunegala,Intermediate,Yala,6.76,0.121,8.8,115.2,1.32,145.3,28.7,120,60,20,248.6,137.8,33.1
1968,Matara,Wet,Yala,5.55,0.078,10.6,115.1,2.09,223.1,27.9,130,40,20,276.8,81.8,34.7
1969,Mannar,Dry,Yala,6.9,0.189,14.4,107.6,0.84,100,29.2,100,40,20,212,83.8,35.4
1970,Kalutara,Wet,Maha,4.83,0.151,7.6,79.2,2.64,353,24.7,100,60,40,201.9,135.3,68.5
1971,Polonnaruwa,Dry,Yala,7.11,0.139,8.7,90.5,0.55,53.2,30.5,120,60,40,242.3,122.5,64.1
1972,Ratnapura,Wet,Maha,4.68,0.081,6.5,107.5,1.78,303,25.7,130,60,20,296.7,126.9,33.8
1973,Mannar,Dry,Yala,6.79,0.094,14,53.8,0.69,25.2,32,130,40,60,273,85.5,107
1974,Mullaitivu,Dry,Maha,6.52,0.128,8.1,55.3,0.78,294.7,29.7,120,60,60,261.6,132.8,107.3
1975,Mullaitivu,Dry,Yala,7.33,0.059,9.4,70.6,0.92,37.4,27.3,130,60,40,274.1,123.7,68.1
1976,Hambantota,Dry,Yala,6,0.155,11.2,89.7,1.22,70.8,29.2,100,40,40,231.8,91.7,70.6
1977,Batticaloa,Dry,Maha,6.12,0.114,12.2,75.1,1.37,244.2,31.1,120,40,40,251.5,86.3,63.7
1978,Kalutara,Wet,Maha,5.67,0.19,11.7,93.7,2.92,223.3,24.2,100,40,40,215.1,92.4,64.2
1979,Galle,Wet,Yala,4.87,0.145,10.6,91.5,2.8,244.3,,120,40,40,275.5,86.6,71.2
1980,Colombo,Wet,Maha,5.26,0.134,,146.9,2.65,221.3,,120,60,20,274.3,126,31.5
1981,Kegalle,Intermediate,Maha,5.89,0.094,8,115.6,1.42,121.3,27.3,130,60,20,269.3,123.4,31.8
1982,Kegalle,Intermediate,Yala,5.87,0.163,17.6,102.9,1.89,193.6,29.7,100,20,20,227.3,40.3,32.9
1983,Nuwara Eliya,Wet,Yala,5.04,0.053,9.3,136.8,1.96,304.7,25.3,130,60,20,280.8,131,33.7
1984,Nuwara Eliya,Wet,Yala,5.96,0.067,8,,2.81,399.7,25.2,130,60,20,281.9,122.7,33.8
1985,Ampara,Dry,Yala,6.07,0.135,5.8,87.1,1.03,30.9,30.8,120,60,40,246.6,128.3,64.6
1986,Vavuniya,Dry,Maha,5.77,0.084,8.9,93.7,0.66,233.7,27.1,130,60,40,264.8,132.1,70.9
1987,Colombo,Wet,Yala,5.95,0.147,9.1,128,2.13,384.7,24.6,120,60,20,269.8,126,35.4
1988,Vavuniya,Dry,Maha,7.19,0.188,6.8,72.9,0.95,153,28.6,100,60,40,217.3,124,65.6
1989,Batticaloa,Dry,Maha,6.84,0.18,13.8,,,126.9,28.1,100,40,20,215.3,90.6,33
1990,Trincomalee,Dry,Yala,6.51,0.067,12.9,64.9,0.79,80.6,29.9,130,40,40,292.3,92.8,68.7
1991,Colombo,Wet,Maha,4.69,0.181,7.7,149.1,1.56,388.8,27.9,100,60,20,226.1,122.6,34.1
1992,Mannar,Dry,Yala,6.12,0.155,13.9,75.9,1.26,69.2,31.5,100,40,40,206.3,82.5,65.5
1993,Trincomalee,Dry,Yala,6.78,0.169,13.4,114.2,1.24,44.3,29.7,100,40,20,221,93,32.9
1994,Polonnaruwa,Dry,Yala,7.28,0.106,9.7,73.1,1.13,50.6,30.8,120,60,40,246.6,121.4,65.2
1995,Monaragala,Intermediate,Yala,5.7,0.071,,124.7,1.74,242.8,28.1,130,40,20,293.3,93.2,32
1996,Kegalle,Intermediate,Maha,6.61,0.191,10.6,103.5,1.85,154.2,29.5,100,40,20,222.5,80.5,33.1
1997,Nuwara Eliya,Wet,Yala,5.51,0.172,11.8,121.8,1.74,316.9,24.6,100,40,20,232.3,91.9,34.2
1998,Trincomalee,Dry,Yala,7.08,0.133,8.6,54.2,1.29,90,29.8,120,60,60,244,126.6,103.6
1999,Nuwara Eliya,Wet,Maha,4.66,0.126,12,101.2,2.52,296.7,25.8,120,40,20,243.6,92.7,34.7
2000,Batticaloa,Dry,Maha,6.71,0.141,12.6,105.5,0.63,157.6,29.5,120,40,20,252.4,84.6,32.7
2001,Matara,Wet,Maha,,0.14,6.3,74.5,2.54,215.2,25.2,120,60,40,251.6,133.4,69.3
2002,Kilinochchi,Dry,Yala,,0.144,13.4,75.3,1.24,87.5,30.1,120,40,40,251,81.5,61.8
2003,Kegalle,Intermediate,Maha,5.4,0.077,6.9,122.8,1.07,187.1,26.3,130,60,20,299.8,125.4,33.2
2004,Kilinochchi,Dry,Yala,6.03,0.062,10.8,93.3,0.75,85.9,30.7,130,40,40,272,90.6,69.6
2005,Mannar,Dry,Maha,6.27,0.197,10.2,88.1,0.89,,30.1,100,40,40,210,87.4,68
2006,Anuradhapura,Dry,Maha,6.89,0.195,8,54.3,0.83,123.7,27.8,100,60,60,225.9,138.8,99.6
2007,Colombo,Wet,Maha,5.73,0.13,8.7,113.5,2.55,321.6,24.3,120,60,20,258.9,129,34
2008,Trincomalee,Dry,Maha,6.7,0.094,7.4,63.2,0.97,125,30.9,130,60,40,294.3,137.6,70.8
2009,Monaragala,Intermediate,Maha,6.7,0.073,11.8,107.7,1.89,116.7,28.8,130,40,20,264.2,86.3,33.6
2010,Kalutara,Wet,Maha,4.62,0.195,,140.7,2.5,240,26.5,100,60,20,217,139.8,34.8
2011,Mullaitivu,Dry,Maha,6.8,0.089,9.5,101.7,1.45,274.6,30.3,130,60,20,262.8,139.4,35.7
2012,Mannar,Dry,Maha,7.35,0.112,6.4,115.3,1.14,184.3,32,120,60,20,243.8,127.1,34.3
2013,Galle,Wet,Maha,,0.058,7.8,126.5,2.36,215.2,24.4,130,60,20,299.8,137.9,33.7
